Frame number,1338
First frame,1
Point frequency,200
Analog frequency,1000

Time,GRW1.F,,,GRW1,,,GRW2.F,,,GRW2,,
0.35,-3.58012,45.6032,253.925,201.276,950.899,0,-7.44748,-33.0623,206.617,204.774,1434.03,0
0.355,-3.68882,43.8432,247.327,202.063,953.039,0,-7.19242,-31.3236,198.475,204.684,1433.73,0
0.36,-3.90589,42.3587,239.58,201.395,952.808,0,-7.46158,-29.6796,192.84,204.953,1432.32,0
0.365,-4.23445,39.0265,229.395,201.166,953.967,0,-7.30215,-27.8563,184.958,205.015,1431.16,0
0.37,-4.27657,36.9389,222.389,199.595,952.776,0,-7.22277,-26.1995,180.459,204.265,1433.57,0
0.375,-4.98645,34.6341,209.43,199.764,955.099,0,-6.30359,-25.2701,173.748,203.864,1432.44,0
0.38,-5.45535,31.5269,201.284,198.804,954.581,0,-5.6804,-23.7835,167.082,203.61,1431.15,0
0.385,-6.43216,29.0256,190.405,198.968,954.602,0,-4.74661,-23.7376,162.939,203.652,1431.74,0
0.39,-6.79871,25.7902,178.703,196.38,952.817,0,-3.93934,-22.5481,157.001,202.111,1431.18,0
0.395,-6.36609,23.4204,167.021,194.824,956.005,0,-4.11661,-21.8179,154.659,200.788,1431.54,0
0.4,-5.83321,20.8187,156.457,192.529,951.103,0,-3.59705,-21.1504,152.049,202.257,1429.46,0
0.405,-4.49555,18.5823,145.556,189.723,950.813,0,-3.14098,-20.4091,147.271,201.448,1429.25,0
0.41,-2.46263,17.5638,138.45,187.433,953.863,0,-3.28793,-20.9561,148.692,202.98,1428.79,0
0.415,-1.2464,16.2731,130.445,183.344,952.23,0,-2.2431,-20.145,148.726,203.135,1426.28,0
0.42,0.530174,15.4442,119.229,179.061,953.173,0,-1.97166,-21.0361,152.799,205.803,1428.52,0
0.425,3.77139,15.537,117.289,176.47,952.56,0,-1.88643,-21.3055,153.866,206.881,1424.72,0
0.43,5.92645,15.8099,113.919,173.243,950.607,0,-2.43515,-21.7666,157.242,207.431,1424.97,0
0.435,7.46835,16.5008,110.231,168.064,950.943,0,-2.28895,-22.402,160.248,211.674,1423.2,0
0.44,9.78295,17.3913,109.061,167.591,952.969,0,-3.96253,-23.535,163.674,213.671,1423.57,0
0.445,10.3348,17.5988,109.851,168.676,952.355,0,-4.63404,-23.9237,167.394,214.169,1422.92,0
0.45,10.1144,18.207,110.541,167.502,950.107,0,-6.06872,-25.1309,172.249,216.868,1420.53,0
0.455,9.21642,17.9138,110.24,168.829,952.691,0,-6.41718,-26.4258,176.821,218.634,1421.53,0
0.46,7.51289,17.3148,112.4,170.357,952.105,0,-6.40125,-27.5969,179.007,220.039,1419.18,0
0.465,6.17748,16.8997,113.973,173.974,953.641,0,-6.56393,-28.2551,179.038,221.761,1418.8,0
0.47,4.81161,16.572,115.789,176.236,952.119,0,-6.79728,-29.5218,178.641,221.602,1417.21,0
0.475,3.82703,16.8883,117.962,178.064,954.062,0,-6.21986,-30.3233,178.663,222.837,1418.72,0
0.48,4.17916,17.0908,121.263,179.257,955.175,0,-6.30552,-31.239,181.987,223.87,1417.93,0
0.485,5.25045,17.6776,123.12,180.707,956.017,0,-5.65639,-31.7696,182.381,224.765,1419.08,0
0.49,6.47638,19.3312,128.247,183.092,955.704,0,-5.68006,-31.4067,183.109,224.203,1418.2,0
0.495,7.28188,20.1687,133.349,186.16,958.54,0,-5.39258,-31.6806,182.364,225.347,1418.04,0
0.5,6.99146,20.7804,136.678,187.704,958.334,0,-4.93146,-32.208,183.858,226.698,1417.83,0
0.505,5.88127,20.9283,142.514,190.561,958.018,0,-4.82909,-32.1941,181.658,227.869,1416.81,0
0.51,3.91106,20.6713,145.838,193.829,958.521,0,-4.92184,-31.6491,179.365,226.929,1417.53,0
0.515,1.65292,20.2382,149.158,194.117,958.543,0,-5.19035,-31.2079,177.863,227.195,1419.19,0
0.52,0.864485,18.9357,148.506,195.279,958.378,0,-5.0794,-30.9192,173.464,226.893,1416.48,0
0.525,-0.0837675,18.4416,148.863,195.195,959.339,0,-4.64947,-31.2788,176.736,227.167,1418.63,0
0.53,1.91895,17.6965,151.108,195.87,961.225,0,-5.36983,-30.3921,173.832,226.946,1418.27,0
0.535,3.10231,17.3868,151.782,194.032,958.762,0,-5.02089,-30.2916,174.931,226.785,1417.68,0
0.54,5.44952,17.4651,151.821,193.548,959.741,0,-4.40984,-30.6476,179.008,227.916,1420.4,0
0.545,6.72963,17.5173,151.8,192.224,960.64,0,-4.14024,-30.8992,181.204,228.183,1418.63,0
0.55,8.84621,18.844,152.826,193.09,959.327,0,-4.35491,-30.0947,182.68,227.101,1418.66,0
0.555,10.2668,19.819,154.29,191.344,959.883,0,-4.03851,-28.7209,182.641,228.177,1418.97,0
0.56,10.0339,21.1701,156.812,191.236,957.657,0,-3.33163,-28.3369,182.618,226.174,1419.59,0
0.565,9.82852,22.0704,160.468,192.54,957.815,0,-3.45792,-27.7132,185.932,225.009,1419.65,0
0.57,9.89285,23.3251,161.925,194.751,960.092,0,-2.99782,-28.884,193.297,224.558,1419.78,0
0.575,9.77746,24.134,168.886,197.555,960.22,0,-0.902724,-27.095,189.951,227.142,1420.69,0
0.58,8.24758,24.0804,177.71,200.035,962.216,0,-1.6417,-26.1248,190.353,225.794,1419.79,0
0.585,7.39949,25.4739,187.998,204.142,962.607,0,-3.48081,-26.9848,199.245,224.637,1419.46,0
0.59,5.59199,25.8562,200.105,208.12,963.338,0,-2.86966,-26.9824,202.986,225.117,1421.02,0
0.595,3.70884,25.576,214.451,213.373,964.704,0,-3.11157,-25.3521,204.07,225.557,1420.3,0
0.6,0.799525,25.9155,229.114,215.701,964.452,0,-2.1112,-26.1386,206.642,225.3,1420.42,0
0.605,-3.14671,25.4047,237.972,219.117,965.967,0,-3.15884,-24.7145,209.258,227.003,1419.88,0
0.61,-5.28731,25.479,243.493,222.652,969.111,0,-2.58737,-23.8786,213.655,226.898,1418.71,0
0.615,-6.67623,26.0664,251.926,223.092,967.465,0,-3.55536,-22.9088,219.621,228.189,1418.98,0
0.62,-7.30267,26.1289,255.598,224.236,967.681,0,-4.27133,-21.3884,224.822,227.858,1420.15,0
0.625,-7.28612,26.1206,257.459,225.425,969.159,0,-5.19716,-20.8562,226.305,229.485,1418.61,0
0.63,-6.9358,26.8455,260.769,226.582,969.209,0,-6.26697,-19.5275,231.526,229.256,1419.52,0
0.635,-5.38728,26.7995,263.71,227.758,969.339,0,-6.68053,-19.1732,237.806,229.645,1418.04,0
0.64,-4.59394,27.4574,271.781,228.156,968.793,0,-8.25593,-18.8426,241.556,230.711,1416.57,0
0.645,-4.59194,27.7238,275.439,228.772,969.778,0,-9.23582,-18.0517,249.711,230.558,1416.01,0
0.65,-4.25152,28.4611,279.844,228.539,969.735,0,-10.0929,-17.2618,253.101,231.139,1417.57,0
0.655,-3.85398,27.378,282.093,229.82,969.42,0,-9.86009,-17.0745,257.517,230.986,1416.56,0
0.66,-3.21779,27.667,282.828,230.344,970.042,0,-9.37189,-16.5336,263.811,230.231,1417.83,0
0.665,-2.28736,26.8802,285.048,230.442,970.362,0,-9.20924,-16.8836,267.505,230.083,1416.91,0
0.67,-0.844491,27.3774,285.421,230.954,970.802,0,-8.97249,-16.7114,272.34,229.774,1419.09,0
0.675,0.413456,27.1539,288.716,230.353,969.553,0,-8.99296,-16.7233,276.064,228.93,1419.91,0
0.68,1.79936,26.5606,288.752,230.968,970.273,0,-9.45715,-17.4693,281.279,227.037,1420.53,0
0.685,3.23569,27.0587,291.673,230.81,970.633,0,-9.62834,-18.1109,283.168,228.057,1420.48,0
0.69,3.80172,26.2549,293.174,231.949,969.712,0,-10.1196,-17.8593,288.027,227.4,1421.8,0
0.695,5.25594,25.8605,295.017,231.059,970.029,0,-10.1836,-19.2299,289.926,226.592,1422.37,0
0.7,5.72263,25.42,295.405,231.19,970.267,0,-9.64593,-19.9524,293.633,225.628,1422.63,0
0.705,6.55654,24.6371,299.08,231.249,969.899,0,-9.29459,-20.8643,299.586,225.04,1423.98,0
0.71,7.36064,24.8432,301.661,231.033,969.245,0,-9.46056,-21.783,302.216,224.49,1424.59,0
0.715,7.91868,24.0466,302.774,230.771,968.947,0,-8.67087,-21.8664,305.925,223.331,1425.57,0
0.72,7.85367,23.323,300.237,230.8,969.082,0,-8.65343,-22.5934,307.787,222.509,1426.45,0
0.725,8.38169,23.5228,302.786,230.449,968.596,0,-7.66668,-23.1205,309.997,221.298,1426.44,0
0.73,7.47931,23.2275,303.172,229.994,967.912,0,-7.69979,-22.308,311.852,221.18,1427.83,0
0.735,7.09659,23.4922,305.347,229.713,967.281,0,-8.07067,-21.9705,312.652,220.667,1429.39,0
0.74,5.21775,22.7968,305.022,229.807,967.608,0,-7.8995,-22.0577,313.758,220.236,1429.48,0
0.745,4.78129,21.9673,308.693,230.151,966.988,0,-7.80116,-22.5942,315.658,220.193,1429.73,0
0.75,3.43461,21.376,308.367,230.04,966.55,0,-7.15162,-22.8622,314.913,219.286,1431.08,0
0.755,3.02683,19.6455,309.847,230.082,966.792,0,-7.36543,-23.0602,320.479,218.845,1432.07,0
0.76,1.82057,17.9741,308.098,230.472,967.327,0,-9.24227,-23.0178,317.907,218.21,1431.55,0
0.765,1.91613,17.1599,308.105,229.903,966.75,0,-10.0567,-23.0387,319.797,217.852,1431.73,0
0.77,2.03684,16.1806,308.855,229.669,967.274,0,-11.1724,-22.624,322.49,218.202,1432.15,0
0.775,2.41271,15.7382,309.225,229.581,967.179,0,-12.6885,-21.487,329.139,217.727,1432.13,0
0.78,2.54263,14.7398,310.729,229.786,967.561,0,-14.7329,-20.9071,333.691,218.812,1433.14,0
0.785,3.11827,13.0434,314.416,229.78,967.433,0,-16.0222,-20.393,335.572,218.706,1433.19,0
0.79,3.08034,11.3262,313.77,230.735,967.822,0,-17.2287,-19.7926,336.372,218.079,1433.62,0
0.795,3.21255,9.87914,314.181,230.316,967.884,0,-17.9796,-18.986,336.004,218.021,1432.65,0
0.8,3.05058,9.15077,315.293,230.371,968.024,0,-18.5546,-17.8138,334.513,218.98,1432.04,0
0.805,3.35247,8.07743,314.642,230.298,968.211,0,-19.2983,-17.468,336.737,217.631,1433.18,0
0.81,3.36777,7.71671,316.784,229.884,968.343,0,-20.2374,-15.7889,335.988,217.136,1433.55,0
0.815,3.47047,7.08315,318.63,230.148,968.361,0,-19.9781,-15.407,335.294,217.572,1432.97,0
0.82,3.8712,5.92538,317.924,230.241,969.641,0,-20.6886,-15.4238,336.398,217.542,1433.55,0
0.825,4.75388,5.76404,318.696,230.646,968.009,0,-20.6348,-15.1327,338.525,217.698,1432.24,0
0.83,4.63242,5.11867,318.71,230.81,969.469,0,-20.6666,-13.977,339.648,216.99,1433.45,0
0.835,5.10769,4.41539,317.624,230.423,970.289,0,-20.847,-13.7716,338.913,216.295,1433.35,0
0.84,5.50379,3.0684,316.959,231.133,970.428,0,-20.3504,-12.3256,336.696,216.245,1432.92,0
0.845,5.7182,1.62091,318.024,230.306,969.746,0,-19.5795,-11.4759,338.062,216.336,1432.32,0
0.85,5.70364,-0.809227,318.484,230.833,970.137,0,-20.5882,-10.5046,337.774,216.449,1432.8,0
0.855,5.67405,-2.61968,320.008,231.329,971.916,0,-20.7286,-8.868,338.425,216.029,1433.2,0
0.86,5.4545,-4.27155,319.736,232.541,971.778,0,-20.585,-7.68271,338.362,215.488,1432.3,0
0.865,5.55727,-5.26563,322.275,231.909,972.507,0,-20.6128,-6.50254,335.454,215.829,1431.58,0
0.87,4.83969,-7.00879,324.205,232.989,972.901,0,-20.2923,-5.22974,336.903,216.429,1432.6,0
0.875,5.35484,-7.27146,328.198,233.261,971.906,0,-19.9734,-3.67167,336.506,215.245,1432.54,0
0.88,5.06454,-8.74139,328.665,233.665,973.43,0,-19.2954,-2.47977,336.049,215.706,1432.85,0
0.885,5.35422,-9.54874,330.894,233.664,972.28,0,-18.8925,-1.54548,337.157,214.785,1432.16,0
0.89,5.3056,-11.3558,332.396,234.605,972.977,0,-18.468,-0.792427,338.234,214.514,1431.95,0
0.895,6.21292,-11.6863,336.749,234.956,972.39,0,-18.4981,1.01438,337.521,215.143,1431.2,0
0.9,5.80964,-13.0455,335.84,235.261,974.004,0,-17.5739,2.39549,339.277,214.651,1431.62,0
0.905,5.55283,-13.4209,342.35,235.713,972.449,0,-16.5464,3.89257,339.159,213.86,1431.31,0
0.91,5.68515,-14.2442,341.692,236.344,973.567,0,-15.0864,6.35712,338.758,213.791,1431.04,0
0.915,7.0286,-14.4756,344.99,235.936,973.11,0,-13.777,7.68699,339.048,213.479,1431.2,0
0.92,7.51116,-14.9974,347.925,236.754,973.045,0,-13.4864,9.4846,340.107,213.742,1431.19,0
0.925,7.85643,-14.6391,351.979,236.825,972.896,0,-12.7851,10.6345,339.755,213.062,1431.06,0
0.93,7.91869,-16.0691,353.107,238.5,973.412,0,-13.1018,12.4233,338.965,212.749,1430.37,0
0.935,8.02908,-16.1713,357.183,237.744,974.028,0,-12.8754,14.0777,339.358,213.384,1430.8,0
0.94,8.2056,-17.0572,360.167,238.508,973.484,0,-13.356,15.8279,336.355,213.765,1429.59,0
0.945,8.09443,-18.9719,360.223,238.538,974.006,0,-14.6828,17.493,339.192,213.725,1430.03,0
0.95,7.6875,-20.0777,362.062,238.825,974.363,0,-15.7004,20.2734,338.172,214.075,1430.32,0
0.955,7.69618,-21.2444,365.044,239.248,973.831,0,-16.4893,23.0717,337.34,214.325,1429.75,0
0.96,6.68739,-22.9007,362.975,239.923,974.249,0,-16.6865,24.9375,334.84,214.059,1429.2,0
0.965,6.14273,-23.1376,363.673,240.035,974.465,0,-16.8621,27.111,335.025,213.5,1428.63,0
0.97,5.91123,-23.9408,364.132,241.077,974.642,0,-16.6923,29.4833,334.931,214.015,1427.71,0
0.975,5.59965,-24.1217,364.786,239.797,973.953,0,-17.2283,30.6809,333.501,214.359,1427.81,0
0.98,5.55516,-25.0435,363.802,240.842,973.883,0,-17.1348,32.7625,333.155,213.717,1427.95,0
0.985,5.41241,-25.9621,362.032,240.912,973.752,0,-16.6182,34.0592,333.407,214.687,1426.84,0
0.99,5.67487,-26.3048,361.606,240.926,974.476,0,-17.5648,35.7469,333.047,214.32,1426.25,0
0.995,5.45882,-27.1299,362.718,240.929,974.123,0,-17.5979,36.4907,334.112,214.725,1427.17,0
1,5.17087,-27.6824,362.332,241.166,973.204,0,-17.2965,37.4742,335.911,214.789,1428.11,0
1.005,4.21463,-28.0994,361.654,241.489,973.737,0,-17.8223,38.0342,334.048,214.113,1426.57,0
1.01,3.41585,-29.0393,358.894,241.945,974.131,0,-17.7243,37.8693,333.734,215.194,1426.17,0
1.015,2.63386,-30.1227,360.145,241.864,973.285,0,-18.0921,38.1368,332.968,215.087,1426.04,0
1.02,2.30097,-31.4828,359.591,241.299,973.069,0,-18.3029,38.7691,332.674,214.949,1425.9,0
1.025,1.80102,-32.7621,357.45,241.603,972.92,0,-18.8346,38.9444,332.606,215.105,1426.43,0
1.03,1.49518,-34.221,355.31,242.146,974.118,0,-19.0706,39.9413,331.629,215.16,1425.9,0
1.035,1.395,-35.1276,357.359,241.6,973.44,0,-19.6296,40.7794,332.692,215.246,1425.57,0
1.04,0.798896,-36.508,354.532,241.954,973.398,0,-20.0974,40.7067,334.089,215.367,1426.66,0
1.045,1.28342,-37.4942,353.813,241.572,973.626,0,-20.5361,40.809,332.979,215.734,1425.48,0
1.05,1.65476,-38.1056,351.625,241.19,973.147,0,-20.6253,41.0499,332.959,215.962,1426.28,0
1.055,1.8904,-38.9149,348.851,241.397,973.795,0,-20.7265,40.8013,332.667,215.403,1426.17,0
1.06,2.63496,-39.5834,348.294,240.658,973.168,0,-20.9221,39.9087,329.068,215.947,1425.62,0
1.065,3.44825,-40.4014,346.109,240.237,973.329,0,-20.7517,40.3325,326.088,215.138,1425.37,0
1.07,4.13866,-40.4674,344.232,239.672,972.764,0,-20.179,39.5533,325.674,214.657,1427.05,0
1.075,5.14265,-40.2596,340.599,239.095,973.484,0,-19.3276,38.6783,322.658,214.016,1426.1,0
1.08,5.39322,-40.4941,341.565,238.042,972.41,0,-18.7789,38.5647,321.22,213.585,1426.13,0
1.085,5.40982,-40.9589,336.925,237.961,972.563,0,-18.6283,37.8703,317.249,212.94,1427.35,0
1.09,5.84169,-41.0536,336.177,236.727,971.845,0,-18.5429,37.8469,318.243,213.02,1427.47,0
1.095,6.52901,-40.9354,334.3,236.147,972.139,0,-18.4256,37.7441,315.702,212.735,1428.24,0
1.1,6.5759,-40.9733,332.722,235.833,971.695,0,-18.8683,37.9161,314.233,212.914,1428.08,0
1.105,7.62707,-41.1296,329.873,235.075,971.185,0,-18.6874,38.1153,312.124,212.801,1427.13,0
1.11,7.99154,-41.0297,327.318,233.994,970.546,0,-19.0314,37.8373,312.364,212.459,1427.36,0
1.115,8.32274,-40.4911,324.011,233.163,970.844,0,-19.1004,37.6748,311.59,212.599,1429.51,0
1.12,9.39402,-40.7019,323.185,232.063,970.12,0,-18.8313,37.8497,308.043,211.278,1428.99,0
1.125,10.6311,-40.3766,319.122,231.948,970.696,0,-18.1029,37.4161,305.09,211.285,1428.18,0
1.13,11.105,-40.2736,317.297,230.962,970.498,0,-18.3386,37.1998,305.604,210.539,1428.95,0
1.135,11.978,-39.5112,314.633,229.637,970.435,0,-17.7859,37.7064,300.308,209.651,1428.56,0
1.14,12.5221,-39.4911,314.033,229.354,970.16,0,-17.3507,37.4666,300.828,209.871,1429.13,0
1.145,13.0362,-39.427,312.803,227.625,969.071,0,-17.0744,37.4266,296.991,209.546,1428.51,0
1.15,13.9047,-38.543,307.425,227.277,969.818,0,-16.8735,37.6467,294.961,209.369,1429.34,0
1.155,15.0483,-38.3142,306.866,226.65,969.046,0,-16.9341,37.0809,293.032,208.692,1429.45,0
1.16,15.5345,-37.9317,304.37,225.449,968.531,0,-17.3989,36.8832,289.431,208.424,1429.75,0
1.165,16.2099,-37.4156,301.84,224.402,967.619,0,-16.4131,36.5607,288.608,207.331,1429.95,0
1.17,16.3051,-37.4018,300.689,223.428,967.529,0,-16.5692,36.6295,288.624,207.98,1430.01,0
1.175,16.5715,-36.4876,298.246,223.655,967.492,0,-15.841,36.6218,287.775,207.392,1430.05,0
1.18,16.8444,-35.831,298.382,221.987,966.954,0,-15.4752,36.0215,286.366,207.45,1430.59,0
1.185,17.0214,-35.7324,299.344,220.789,965.747,0,-15.4283,36.6261,285.863,207.234,1430.61,0
1.19,17.6038,-36.6502,297.214,220.811,966.009,0,-16.2398,35.8019,284.104,206.95,1430.49,0
1.195,17.9488,-35.8097,293.045,220.079,966.262,0,-15.7563,35.7598,281.272,206.589,1430.71,0
1.2,17.5621,-35.6237,294.919,219.342,966.131,0,-15.4169,35.3446,280.475,207.515,1430.88,0
1.205,17.8843,-34.9313,293.276,218.484,964.774,0,-15.9875,35.3017,280.053,206.362,1429.83,0
1.21,17.4316,-33.9586,294.609,218.015,965.841,0,-16.034,35.8211,280.661,206.631,1429.91,0
1.215,17.6963,-33.3064,295.305,217.112,965.81,0,-15.7717,35.2202,279.993,206.67,1430.19,0
1.22,18.9368,-33.7489,298.095,217.488,965.189,0,-15.5035,35.4497,282.902,206.546,1430.88,0
1.225,19.8847,-34.9604,298.742,217.156,966.08,0,-15.4199,35.4124,285.96,206.002,1430.67,0
1.23,19.6325,-34.6203,304.532,216.448,965.721,0,-15.3337,34.7869,287.704,206.759,1430.88,0
1.235,19.7622,-33.969,309.12,216.167,965.089,0,-15.2939,35.0331,289.212,207.468,1430.72,0
1.24,18.6815,-32.9829,313.271,216.678,964.919,0,-15.9423,35.3504,291.921,207.776,1430.15,0
1.245,19.4698,-31.3491,323.984,216.462,964.894,0,-16.0035,34.8885,296.622,207.417,1429.83,0
1.25,18.6617,-29.4366,327.576,216.12,966.312,0,-16.0536,34.7022,301.474,208.16,1429.99,0
