Frame number,1840
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.162,-39484.8,-12686.9,774.742,17495.7,3154.53,-3145.67
0.163,-39581.1,-12876.6,758.334,17415,3119.65,-3146.96
0.164,-39415.7,-12575.6,692.008,17641,3118.18,-3184.63
0.165,-39889.9,-12436.9,721.511,17158.9,3041.9,-3207.63
0.166,-39374.2,-12647.3,760.457,17549.1,3267.99,-3171.93
0.167,-39620.6,-12623.3,758.326,17500.6,3160.35,-3188.52
0.168,-39673.3,-12652.5,703.578,17501.9,2930.2,-3137.45
0.169,-39805.3,-12732.1,720.437,17426.7,2923.99,-3178.94
0.17,-39839.5,-12756.6,669.253,17451.8,3109.1,-3146.15
0.171,-39733.5,-12733.6,739.539,17457,3054.52,-3144.18
0.172,-39525.6,-12890.5,738.634,17326.8,2929.98,-3076.87
0.173,-40124.6,-12665.9,753.507,17531.6,2745.66,-3005.63
0.174,-39726.9,-12762.1,758.796,17627.7,2854.09,-3172.72
0.175,-39771,-12760.8,719.987,17351.1,2758.66,-3048.34
0.176,-39916.4,-12851,755.22,17318.7,2764.44,-3090.38
0.177,-39921.8,-12830.8,739.62,17425.4,2892.61,-3138.06
0.178,-39773.2,-12876.4,772.696,17528.9,2858.75,-3051.08
0.179,-39860.3,-12563.1,824.246,17565.9,2769.97,-3109.08
0.18,-39979.1,-13054.4,724.089,17364,2744.35,-3067.22
0.181,-39816.4,-12882.4,788.546,17451.9,2621.77,-3062.56
0.182,-39812.5,-12841.3,807.406,17562,2638.54,-2918.22
0.183,-39756.5,-12838.9,706.032,17607.8,2715.62,-3105.8
0.184,-39794.5,-12929.6,672.111,17272.2,2832.87,-2990.16
0.185,-39997.6,-13124.1,786.406,17577.7,2662.3,-3062.57
0.186,-39816.7,-13076.8,703.111,17563.7,2699.64,-3085.51
0.187,-39804.8,-12926.6,668.53,17605.8,2625.68,-3041.76
0.188,-40022.7,-13097.5,715.392,17514,2663.63,-3022.84
0.189,-39950.1,-12973.7,788.711,17457.8,2731.94,-2983.71
0.19,-40045.7,-13000.1,651.474,17704.5,2736.76,-3001.81
0.191,-39790.3,-12962.9,806.048,17414.4,2495.92,-2974.64
0.192,-39904.7,-13061.7,721.673,17693.1,2697.26,-3020.31
0.193,-39985.3,-12928,783.899,17479.8,2627.68,-3041.08
0.194,-39972.8,-13039,771.416,17653.6,2504.17,-2890.46
0.195,-39936,-12993.3,769.975,17612,2486.93,-2930.39
0.196,-39914.3,-13317.9,684.374,17534.4,2509.78,-3076.87
0.197,-39892.9,-12996.6,666.185,17652.5,2566.39,-2977.52
0.198,-39873.3,-13185.4,753.359,17510,2614.5,-2873.9
0.199,-39942.4,-13104.2,700.629,17514.5,2398.16,-3009.82
0.2,-40045.5,-12838.1,686.434,17350.2,2420.01,-2870.51
0.201,-39900.5,-13138.4,732.873,17702.4,2318.98,-2901.57
0.202,-40233.6,-13172.9,695.84,17554.2,2389.12,-2926.85
0.203,-39839.6,-13077,666.663,17719,2370.07,-2903.46
0.204,-39826.3,-13197.5,683.712,17452.6,2306.32,-2905.72
0.205,-40076.5,-13036,681.042,17653.9,2224.81,-2960.9
0.206,-39976.1,-13153.1,682.564,17417,2424.94,-2867.14
0.207,-39529.9,-13327.1,654.942,17760.9,2322.65,-2900.91
0.208,-39968,-13226.2,663.081,17915.5,2271.22,-2817.45
0.209,-39868.8,-13245.3,712.366,17869,2391.39,-2943.16
0.21,-40026.9,-13198,715.149,17614.7,2267.64,-2839.69
0.211,-39873.5,-13262.2,769.078,17467.3,2124.96,-2853.73
0.212,-39967.3,-13147.3,681.619,17720.2,2260.44,-2797.24
0.213,-39786,-13266.2,652.347,17673.7,2223.22,-2917.58
0.214,-39864,-13345,647.469,17671.9,2451.46,-2887.4
0.215,-39969.1,-13252.9,664.197,17916.6,2108.14,-2871.36
0.216,-39572.7,-13214.9,648.505,17784.6,2140.8,-2751.26
0.217,-39754.8,-13401.3,612.203,17792.8,2372.73,-2899.92
