Frame number,1840
First frame,1
Point frequency,200
Analog frequency,1000

Time,GRW1.F,,,GRW1,,,GRW2.F,,,GRW2,,
s,N,N,N,mm,mm,mm,N,N,N,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1.065,-12.2701,13.7038,320.917,255.232,1026.72,0,-1.03165,-23.4725,339.244,226.95,1429.96,0
1.07,-12.65,14.3243,326.182,254.772,1025.93,0,-0.9624,-23.2902,342.07,225.823,1429.88,0
1.075,-12.2335,14.7261,328.842,254.077,1024.81,0,-1.45881,-22.4653,343.333,225.565,1430.02,0
1.08,-12.4814,15.2285,327.555,253.151,1025.93,0,-1.50419,-21.4012,345.739,225.131,1430.6,0
1.085,-11.7132,15.4773,326.035,253.366,1025.7,0,-1.7396,-20.4529,345.844,224.164,1429.78,0
1.09,-11.1446,15.497,326.819,252.419,1024.36,0,-2.12571,-19.4066,349.484,223.67,1430.03,0
1.095,-11.6509,14.7948,326.305,251.624,1024.29,0,-1.55664,-18.4494,349.798,223.499,1429.42,0
1.1,-11.9121,14.0226,325.526,251.691,1023.97,0,-1.25829,-17.8883,352.454,223.296,1429.56,0
1.105,-12.443,13.7092,324.911,251.52,1023.64,0,-1.09649,-17.3256,351.94,222.899,1429.88,0
1.11,-12.627,12.4355,325.071,251.309,1023.51,0,-1.13419,-16.9615,353.265,221.788,1430.95,0
1.115,-12.7629,12.4442,326.96,250.167,1023.77,0,-0.599124,-16.3857,351.613,221.024,1430.92,0
1.12,-12.1505,12.4179,328.627,250.128,1023.57,0,-2.11246,-17.2498,350.229,220.379,1431.7,0
1.125,-11.974,12.7629,327.225,249.193,1023.06,0,-2.90636,-16.5802,349.081,220.016,1432.61,0
1.13,-11.362,12.3935,327.413,248.874,1022.74,0,-3.63967,-16.3906,348.091,219.295,1432.53,0
1.135,-11.6878,11.5221,326.662,248.558,1023.27,0,-4.50741,-15.9303,347.699,218.925,1433.46,0
1.14,-10.8963,11.2315,327.442,248.445,1022.83,0,-4.28808,-15.9352,345.419,218.372,1433.35,0
1.145,-11.8006,11.1605,330.604,246.564,1021.85,0,-5.23187,-14.8758,346.082,217.682,1433.1,0
