Frame number,1756
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.116,-14458.2,4434.11,4321.89,14155.8,11522,-1948.21
0.117,-14498.9,4429.64,4243.07,13997,11461.7,-1991.44
0.118,-14291.1,4491.9,4282.87,13970.8,11409.9,-2098.42
0.119,-14348.7,4416.72,4388.51,14025.5,11519.2,-2136.92
0.12,-14559.9,4415.32,4315.01,14101.5,11572,-2193.14
0.121,-14286.4,4502.69,4323.55,13895.5,11515.7,-2135.45
0.122,-14196.5,4421.2,4395.26,13750.2,11566.3,-2136.95
0.123,-14174.2,4234.27,4287.84,13944.2,11495.6,-2158.06
0.124,-14111.3,4252.98,4261.32,14006.2,11502.8,-2201.07
0.125,-13979.2,4266.77,4257.59,13910.5,11668.7,-2248.09
0.126,-13918.7,4187.75,4293.76,14044.7,11596,-2276.84
0.127,-14125.6,4339.85,4249.31,14051.8,11525.6,-2313.38
0.128,-14138.7,4304.25,4219.92,13915.7,11508.2,-2212.73
0.129,-14258,4360.37,4334,13732.3,11511.2,-2257.92
0.13,-13898.6,4404.94,4310,13872.8,11505.5,-2320.02
0.131,-13955.4,4296,4335.96,14022.5,11508.4,-2312.8
0.132,-14005.5,4303.12,4396.32,14092,11546.3,-2248.98
0.133,-13882.2,4280.94,4398.13,14028,11693.7,-2262.88
0.134,-13842.3,4250.69,4393.75,14065.3,11592.4,-2284.37
0.135,-13966.2,4231.41,4385.59,14197,11582.2,-2398.2
0.136,-13958.5,4271.25,4370.42,14195.9,11560.9,-2324.87
0.137,-13944.5,4226.13,4536.31,13928.1,11541.4,-2291.7
0.138,-14120.9,4168.76,4534.14,13876.9,11483.7,-2292.13
0.139,-14239.8,4295.31,4535.02,13917.9,11518.7,-2342.56
0.14,-13937.5,4401.47,4657,13904.2,11633.8,-2368.06
0.141,-13960.9,4382.92,4706.64,14109.1,11669.4,-2339.33
0.142,-14010.3,4320.47,4740.96,13845.3,11600.3,-2326.42
0.143,-13985.9,4415.64,4753.11,13810.5,11463.1,-2399.11
0.144,-14111.3,4334.13,4731.7,13830.7,11421.2,-2306.21
0.145,-14138.4,4306.43,4823.98,13864.9,11605.4,-2270.65
0.146,-14187.9,4346.05,4888.85,13982.5,11572.5,-2326.92
0.147,-14197.7,4370.83,4961.88,14032.5,11422.1,-2335.98
0.148,-14313.5,4489.29,5009.79,13966.4,11416.7,-2400.29
0.149,-14352.4,4535.54,4976.17,13829.9,11428,-2419.7
