Frame number,1467
First frame,1
Point frequency,200
Analog frequency,1000

Time,GRW1.F,,,GRW1,,,GRW2.F,,,GRW2,,
0.355,-1.82851,58.7886,279.969,192.867,955.392,0,7.25016,-56.1197,261.618,171.775,1458.39,0
0.36,-2.09198,58.6213,279.076,192.248,955.607,0,7.29363,-55.8037,259.825,172.386,1458.62,0
0.365,-2.39147,58.5677,279.384,192.347,955.521,0,7.09753,-55.4051,259.848,172.019,1458.41,0
0.37,-2.34953,57.8277,279.029,192.656,955.777,0,6.85717,-55.1991,257.993,172.054,1458,0
0.375,-2.43361,57.582,279.085,192.258,955.799,0,6.85241,-54.888,258.738,172.24,1457.51,0
0.38,-2.21653,57.8473,279.445,192.843,956.06,0,6.67113,-54.596,260.121,172.412,1458.15,0
0.385,-2.68463,57.5587,281.61,193.223,957.126,0,6.7812,-54.967,259.969,173.579,1457.26,0
0.39,-2.94286,57.3036,279.457,192.906,957.656,0,7.76073,-54.6596,261.522,172.876,1458.13,0
0.395,-3.43327,57.4657,279.2,193.166,956.397,0,8.25955,-54.8936,262.461,173.484,1457.13,0
0.4,-3.49712,56.8158,279.148,193.011,958.168,0,8.8298,-54.9558,262.387,173.058,1457.45,0
0.405,-3.70784,56.4703,276.372,192.726,957.921,0,8.69733,-55.1275,260.54,172.647,1457.87,0
0.41,-4.26445,55.661,274.831,192.905,957.916,0,9.02071,-55.0691,261.016,172.785,1458.74,0
0.415,-4.84457,54.819,271.337,193.271,958.992,0,9.03861,-55.5989,260.002,172.351,1457.93,0
0.42,-5.64387,54.1493,269.047,192.73,958.813,0,9.20906,-55.0591,258.725,172.411,1457.75,0
0.425,-5.83886,52.813,264.881,193.259,959.576,0,8.59684,-54.7609,256.893,172.663,1458.63,0
0.43,-7.19537,51.0073,260.986,193.079,959.336,0,8.69222,-55.0059,256.765,172.727,1458.21,0
0.435,-7.74841,49.4817,255.312,192.961,960.056,0,7.71998,-54.1003,252.766,172.229,1457.77,0
0.44,-8.17068,47.4761,249.122,193.51,960.455,0,6.70859,-53.5912,250.993,172.933,1457.61,0
0.445,-8.60369,45.0437,243.399,192.234,961.194,0,5.89458,-52.4274,247.364,173.933,1457.49,0
0.45,-8.91031,42.7796,236.886,191.544,960.833,0,4.83232,-51.4109,246.258,174.38,1456.8,0
0.455,-9.5305,40.6416,227.922,190.958,960.544,0,3.24767,-50.3302,242.917,176.853,1456.51,0
0.46,-9.29152,37.8621,220.703,190.56,961.532,0,1.39819,-48.7922,239.926,178.315,1454.92,0
0.465,-9.71859,34.6067,210.61,189.886,961.821,0,-0.565029,-47.3781,238.7,180.265,1455.02,0
0.47,-9.92226,32.4013,202.092,187.764,962.123,0,-3.33863,-45.837,234.576,182.578,1453.04,0
0.475,-10.2545,29.9683,193.521,187.476,962.064,0,-5.21487,-44.2953,233.595,185.151,1453.15,0
0.48,-9.63916,27.4769,184.649,185.325,961.274,0,-6.70713,-43.1985,229.368,187.932,1451.11,0
0.485,-9.85793,24.5684,176.289,183.042,962.382,0,-8.48834,-41.9674,225.781,189.572,1451.06,0
0.49,-8.86038,22.7559,167.23,180.092,961.839,0,-9.58155,-40.7564,222.668,190.171,1450.19,0
0.495,-7.61485,21.3573,158.236,177.967,962.5,0,-10.5412,-39.2301,219.453,191.191,1450.11,0
0.5,-6.40786,20.1748,148.939,173.67,962.932,0,-11.3069,-38.1136,212.772,191.018,1448.91,0
0.505,-3.74572,18.8584,143.244,170.801,962.01,0,-11.7341,-35.7927,204.224,191.578,1449.06,0
0.51,-2.26115,18.2147,139.366,166.85,960.963,0,-12.8334,-34.3166,196.601,190.8,1451.43,0
0.515,-0.588914,17.8968,134.039,164.632,962.958,0,-12.6856,-32.0776,185.355,191.069,1450.87,0
0.52,1.57879,18.0123,132.494,163.317,962.683,0,-12.1689,-31.0444,175.845,189.091,1449.52,0
0.525,2.85669,17.8951,130.812,163.667,963.172,0,-11.2164,-29.0895,165.753,187.712,1451.31,0
0.53,4.32373,17.732,132.101,164.946,963.922,0,-10.0552,-27.9437,157.433,185.227,1452.37,0
0.535,4.15152,18.3548,133.701,165.137,964.441,0,-8.05718,-27.2241,149.152,184.895,1452.16,0
0.54,4.31606,18.7667,136.039,167.275,965.724,0,-6.83888,-26.6286,140.914,184.57,1453.02,0
0.545,3.96419,20.2568,141.288,171.592,967.102,0,-5.32396,-26.5111,131.09,182.94,1455.24,0
0.55,3.2076,21.4039,149.249,176.645,967.132,0,-4.26959,-26.6492,126.412,182.122,1455.57,0
0.555,2.44719,23.7632,156.872,181.069,969.703,0,-3.40633,-27.0585,121.122,182.297,1457.03,0
0.56,1.53883,26.0883,164.576,185.372,969.789,0,-1.68005,-28.3168,116.443,181.663,1455.59,0
0.565,0.832595,28.5488,174.891,190.589,969.808,0,0.298004,-30.2093,115.19,183.346,1457.15,0
0.57,0.44042,31.2848,184.452,193.888,970.181,0,2.67975,-32.2574,117.451,185.686,1455.08,0
0.575,1.18227,34.5717,189.567,196.515,969.757,0,3.95896,-34.8447,120.59,188.915,1456.36,0
0.58,1.09466,37.3048,192.606,198.137,969.951,0,4.59628,-37.0574,123.838,192.365,1453.07,0
0.585,1.95067,40.307,195.221,199.718,970.213,0,4.25642,-38.7127,131.853,196.232,1451.88,0
0.59,2.23306,42.4428,196.689,200.28,969.868,0,3.30412,-39.3945,138.86,201.768,1450,0
0.595,2.78531,44.017,197.901,200.532,968.989,0,1.59869,-38.888,146.91,206.264,1449.19,0
0.6,3.75677,46.2759,198.409,201.34,968.654,0,-0.151353,-37.9279,151.789,209.797,1445.01,0
0.605,4.103,47.472,199.49,202.339,968.235,0,-1.89821,-38.0324,158.294,212.397,1445.16,0
0.61,4.70757,48.8837,203.379,202.934,968.89,0,-2.85358,-38.0255,163.208,215.384,1442.77,0
0.615,5.36789,50.2405,208.795,204.59,969.395,0,-3.77232,-37.9942,168.886,218.708,1442.94,0
0.62,6.43194,52.1416,220.083,207.626,968.923,0,-3.87376,-39.2811,175.589,219.554,1441.78,0
0.625,6.51685,54.0465,231.367,209.526,968.903,0,-3.89315,-40.306,184.449,222.652,1442.17,0
0.63,5.94228,55.487,238.914,211.822,970.43,0,-3.65124,-41.2001,194.594,223.608,1441.1,0
0.635,4.67919,56.553,245.761,213.649,970.801,0,-3.5385,-41.4731,198.166,225.233,1440.8,0
0.64,3.90056,57.9414,252.023,214.318,971.704,0,-3.35665,-41.2714,200.401,225.327,1440.52,0
0.645,3.1975,58.7884,255.095,215.422,970.897,0,-2.45642,-41.0628,200.227,225.523,1439.66,0
0.65,2.43926,59.4514,257.695,216.489,971.13,0,-1.73821,-41.1256,201.05,226.117,1440.25,0
0.655,1.60428,59.3953,258.351,217.161,970.827,0,-1.34449,-40.9297,198.678,225.397,1439.22,0
0.66,0.305637,59.2587,259.78,218.169,970.793,0,-0.792701,-40.855,198.545,224.797,1440.47,0
0.665,-0.401875,59.6625,263.495,219.119,970.473,0,-1.11985,-41.1977,199.419,225.516,1439.83,0
0.67,-1.25192,60.2829,270.366,220.176,970.294,0,-1.00288,-42.5697,204.245,225.956,1439.51,0
0.675,-2.4448,60.8378,274.352,221.539,970.051,0,-1.93205,-42.7951,210.04,227.263,1439.12,0
0.68,-4.00758,60.7841,278.304,222.313,970.76,0,-2.76372,-43.544,215.367,228.323,1437.46,0
0.685,-4.86232,60.504,278.893,223.261,970.462,0,-4.01159,-42.8279,219.223,228.957,1437.52,0
0.69,-5.54494,60.0855,280.156,223.763,970.951,0,-5.04663,-42.3217,224.627,230.158,1438.17,0
0.695,-5.46984,60.2347,283.098,224.248,971.239,0,-5.48148,-41.3854,229.794,230.056,1435.9,0
0.7,-6.09288,59.2101,284.201,223.945,970.671,0,-5.71166,-40.9131,234.106,231.321,1434.64,0
0.705,-6.51195,58.0559,283.569,224.768,970.449,0,-5.71293,-39.4825,238.059,231.099,1434.79,0
0.71,-6.35518,56.2404,280.037,225.292,971.069,0,-5.47497,-38.6869,238.77,232.186,1434.1,0
0.715,-6.24679,55.5215,283.18,225.61,971.227,0,-5.69401,-38.4481,242.314,231.785,1433.15,0
0.72,-6.86862,55.3519,285.716,225.349,972.461,0,-5.67172,-38.0582,246.908,232.498,1433.48,0
0.725,-7.02331,54.4776,285.22,225.727,971.929,0,-6.49391,-37.5406,250.006,232.854,1434.23,0
0.73,-7.68447,53.2954,285.902,225.925,971.898,0,-7.19889,-37.6796,252.271,232.929,1433.09,0
0.735,-7.71142,52.9052,287.865,225.969,971.619,0,-7.86834,-37.6116,254.62,232.206,1433.45,0
0.74,-8.02406,52.3831,289.176,226.048,972.467,0,-9.16063,-38.2535,260.911,232.428,1433.03,0
0.745,-8.07556,51.8937,293.908,226.447,972.04,0,-9.85773,-38.0648,265.959,232.299,1433.08,0
0.75,-8.13454,50.8421,294.904,226.336,972.87,0,-10.2297,-38.0432,271.194,231.989,1432.87,0
0.755,-7.34498,49.8064,297.715,226.466,972.933,0,-10.4674,-38.7908,274.536,231.898,1432.73,0
0.76,-6.66844,49.2617,301.641,225.957,973.203,0,-10.2793,-39.1573,280.011,231.501,1433.29,0
0.765,-5.70773,48.6241,305.592,226.5,974.447,0,-9.25365,-39.2201,285.132,231.798,1433.1,0
0.77,-5.0629,48.6122,307.786,226.866,974.668,0,-9.2924,-38.5811,286.969,231.391,1433.15,0
0.775,-4.47597,47.9057,308.917,227.054,974.542,0,-8.53691,-38.9292,288.46,231.242,1433.05,0
0.78,-4.63501,46.9691,310.54,226.572,974.526,0,-8.2864,-38.44,289.291,230.974,1432.7,0
0.785,-4.26767,45.8344,311.313,227.118,974.482,0,-8.73344,-38.3333,292.888,230.501,1433.29,0
0.79,-4.84964,44.5428,311.596,227.393,975.81,0,-8.73668,-37.6739,294.361,230.17,1433.01,0
0.795,-6.5636,43.1513,310.399,227.946,975.576,0,-9.16388,-37.5361,294.999,229.671,1433.78,0
0.8,-7.4003,41.6793,310.928,227.73,975.781,0,-9.21874,-37.1151,296.868,229.613,1433.97,0
0.805,-6.80121,40.9708,310.461,228.155,975.592,0,-8.66078,-36.8943,298.825,228.17,1434.87,0
0.81,-7.36153,40.4102,311.569,227.845,975.733,0,-7.73195,-37.2656,300.532,227.797,1434.54,0
0.815,-7.41579,39.8698,312.449,227.544,975.34,0,-6.49805,-37.0859,301.135,227.089,1436.1,0
0.82,-7.3698,39.5367,312.086,227.715,975.924,0,-5.73854,-37.5833,301.59,226.084,1435.52,0
0.825,-7.49558,39.5121,312.925,226.697,976.089,0,-4.1999,-37.6691,302.651,225.197,1436.74,0
0.83,-6.74836,39.7181,314.505,226.81,975.828,0,-3.05121,-37.8551,303.363,224.544,1437.48,0
0.835,-6.65866,39.3927,315.859,226.391,975.092,0,-1.94734,-37.4357,303.326,223.319,1438.02,0
0.84,-6.41115,39.2231,314.161,226.031,975.743,0,-1.46309,-37.7531,304.281,222.334,1437.73,0
0.845,-6.14287,39.0249,313.536,225.485,975.282,0,-1.44558,-37.1528,304.542,220.754,1438.93,0
0.85,-6.10476,38.6083,314.399,224.949,975.508,0,-0.374485,-37.4001,304.138,219.933,1439.74,0
0.855,-6.13894,37.5572,315.636,224.496,975.564,0,-0.23126,-37.5268,306.353,219.225,1440.86,0
0.86,-6.61287,37.0279,318.248,224.659,974.661,0,0.114131,-37.3026,302.999,218.098,1440.78,0
0.865,-7.49051,35.9421,319.499,224.667,974.679,0,0.0189644,-37.5446,301.286,217.639,1441.38,0
0.87,-7.86888,35.3288,319.397,224.489,974.824,0,0.820577,-37.2261,301.604,215.544,1441.77,0
0.875,-8.73742,35.06,319.519,224.147,974.824,0,1.41439,-37.2447,302.581,215.028,1442.46,0
0.88,-8.82116,34.2256,319.888,222.888,974.791,0,2.1217,-36.4683,302.443,214.066,1443.51,0
0.885,-8.25947,34.3327,319.044,222.957,973.38,0,2.46276,-35.6394,300.943,213.307,1443.08,0
0.89,-7.70999,34.0841,318.19,222.316,974.073,0,3.27461,-35.5542,301.667,212.328,1443.03,0
0.895,-6.87085,34.1745,320.497,222.378,973.076,0,2.94513,-35.0559,305.002,211.919,1443.62,0
0.9,-6.76073,34.2546,321.343,221.176,973.22,0,3.03774,-34.5408,307.241,211.686,1444.31,0
0.905,-6.25978,34.31,322.697,220.571,972.523,0,2.68392,-34.6341,310.585,210.85,1444.15,0
0.91,-6.01343,34.7141,324.504,219.994,972.079,0,1.40027,-34.5561,314.221,210.891,1445.03,0
0.915,-6.50387,35.0356,324.771,219.398,971.685,0,0.655905,-34.3324,315.739,210.956,1444.37,0
0.92,-7.19307,35.6774,325.365,219.491,971.898,0,0.403519,-33.8696,320.3,210.047,1445.69,0
0.925,-7.26736,35.2786,325.898,219.43,971.689,0,-0.403458,-34.5352,322.049,209.941,1446.02,0
0.93,-8.20656,34.6026,329.043,218.685,971.05,0,-0.967875,-34.6045,323.964,209.346,1447.22,0
0.935,-9.27773,34.122,328.46,218.179,970.929,0,-1.63467,-34.5085,323.421,209.131,1447.42,0
0.94,-8.94064,34.4622,329.046,217.584,970.801,0,-1.70706,-34.2918,323.281,208.696,1447.53,0
0.945,-8.00462,33.9637,328.583,216.94,970.365,0,-2.61591,-34,324.536,207.963,1448.88,0
0.95,-7.64403,33.3193,327.724,216.44,970.936,0,-3.07797,-34.2165,326.615,207.511,1448.73,0
0.955,-6.91521,32.4117,327.604,215.625,970.516,0,-3.61346,-33.8413,323.907,206.435,1449.44,0
0.96,-6.61528,32.3752,327.249,215.086,969.656,0,-3.88459,-34.1436,322.351,205.839,1449.49,0
0.965,-6.259,31.2787,325.822,214.478,969.684,0,-3.52113,-33.6533,323.423,205.69,1449.95,0
0.97,-6.57374,31.6575,326.415,213.726,969.225,0,-3.5755,-33.7179,324.05,205.328,1451.23,0
0.975,-6.56862,31.1822,326.556,213.211,969.338,0,-3.77193,-33.2704,323.821,204.251,1451,0
0.98,-6.27985,31.1121,323.874,212.408,968.867,0,-3.5727,-32.9063,325.559,203.745,1451.81,0
0.985,-5.75942,31.209,323.524,211.61,969.12,0,-2.78053,-32.9867,324.551,203.12,1451.96,0
0.99,-5.02296,30.3289,322.403,210.854,968.552,0,-1.72143,-32.9205,323.915,202.281,1451.9,0
0.995,-4.18887,30.7321,322.651,210.076,967.275,0,-0.502936,-33.1601,325.918,201.264,1452.74,0
1,-4.2766,29.8415,321.837,209.777,968.644,0,-0.104226,-33.0327,326.19,200.668,1453.27,0
1.005,-3.87873,30.1274,321.546,208.878,967.584,0,0.592531,-33.5772,325.21,200.357,1453.87,0
1.01,-3.23444,29.2305,318.253,208.676,968.879,0,1.75726,-33.6148,324.013,198.662,1453.92,0
1.015,-2.45682,28.9423,319.016,207.826,968.044,0,2.35792,-33.8779,323.041,198.044,1453.93,0
1.02,-1.4264,29.3677,318.995,207.629,968.666,0,2.97663,-34.5255,322.841,196.916,1454.36,0
1.025,-1.41874,28.4404,319.155,206.852,968.461,0,3.52752,-34.0494,323.354,196.941,1454.89,0
1.03,-0.87847,28.598,317.361,206.302,968.165,0,3.51439,-33.7255,321.869,196.286,1454.78,0
1.035,-0.0615424,28.5799,317.891,206.173,968.488,0,3.90506,-32.6742,321.109,195.246,1455.95,0
1.04,-0.0326963,28.6297,318.984,205.88,968.572,0,4.19675,-32.9755,320.651,195.355,1455.89,0
1.045,0.0519026,28.9718,318.196,205.121,968.124,0,4.49422,-32.3162,317.889,194.116,1455.43,0
1.05,0.308555,28.2802,316.387,204.309,968.724,0,5.28012,-32.0386,316.614,193.976,1455.27,0
1.055,0.468959,28.1807,316.539,204.238,968.198,0,6.04647,-31.8987,315.078,193.554,1456.28,0
1.06,0.333013,27.9891,318.281,204.174,967.475,0,6.84242,-31.4858,316.057,192.486,1456.36,0
1.065,0.393234,27.1032,317.472,204.435,967.778,0,7.65038,-31.6044,314.636,192.053,1455.46,0
1.07,0.682057,27.5024,316.114,203.789,967.436,0,7.82401,-31.3522,316.059,191.789,1456.28,0
1.075,1.22729,27.0261,314.026,203.331,967.86,0,8.1172,-30.9006,315.57,191.26,1456.52,0
1.08,2.06275,26.9832,312.688,202.91,967.358,0,8.1565,-30.8601,314.489,191.179,1457.17,0
1.085,1.84798,26.8291,311.313,202.826,967.819,0,8.0389,-30.5919,313.85,190.78,1457.21,0
1.09,2.10696,26.7639,309.689,203.237,967.433,0,7.67176,-30.1171,313.069,190.117,1456.93,0
1.095,1.7977,26.7703,308.311,202.553,967.367,0,7.61473,-29.6396,311.656,189.722,1457.21,0
1.1,2.06532,26.813,309.707,203.305,967.461,0,7.45158,-29.51,310.329,189.25,1458.33,0
1.105,1.57798,26.6384,309.186,203.29,967.541,0,7.57053,-28.9943,306.421,189.047,1457.42,0
1.11,1.51819,26.3127,309.1,203.392,967.184,0,7.47046,-28.6337,306.514,188.856,1457.74,0
1.115,0.875985,26.5835,309.541,204.136,967.276,0,7.00416,-28.2548,307.772,188.458,1458.31,0
1.12,0.76616,26.4533,307.926,204.299,967.372,0,6.71032,-28.1788,304.781,188.137,1458.07,0
1.125,0.349043,25.7052,307.645,204.218,967.534,0,6.40685,-27.581,305.64,188.427,1458.28,0
1.13,-0.00935534,25.7022,307.237,204.192,967.362,0,6.30307,-27.261,304.328,188.764,1457.74,0
1.135,-0.2648,26.2271,307.253,204.39,967.472,0,5.7106,-26.9278,305.087,188.296,1458.31,0
1.14,-0.120197,26.4835,307.843,205.045,966.958,0,5.55304,-26.2795,303.784,188.463,1458.39,0
1.145,-0.482822,26.0936,304.583,205.281,967.669,0,4.78643,-26.4464,306.054,188.643,1458.41,0
1.15,-0.739708,26.0385,306.155,205.476,967.618,0,4.48034,-25.986,304.382,188.624,1458.69,0
1.155,-1.2986,25.7949,306.002,206.183,967.317,0,4.78715,-25.6601,303.156,188.535,1459.41,0
1.16,-1.70464,25.9965,304.325,206.443,967.559,0,4.85801,-25.3704,302.597,188.415,1459.03,0
1.165,-2.09843,25.5562,306.199,206.108,966.992,0,4.68587,-25.191,302.102,188.373,1458.88,0
1.17,-2.58538,25.6585,304.482,206.655,968.161,0,4.46785,-24.8129,300.947,187.868,1459.44,0
1.175,-2.74509,25.3427,303.485,206.873,967.741,0,4.1624,-24.4973,300.748,187.984,1458.62,0
1.18,-2.91318,25.0009,303.087,207.636,967.591,0,3.78862,-23.7195,300.219,188.08,1458.21,0
1.185,-3.26013,24.2693,302.888,208.196,967.889,0,3.47557,-23.7661,300.709,188.639,1459.11,0
1.19,-3.43286,24.3386,301.906,207.657,968.269,0,2.81252,-24.0033,297.2,188.237,1458.41,0
1.195,-3.59561,24.38,299.787,208.266,968.205,0,2.14164,-23.4901,297.868,188.441,1458.95,0
1.2,-3.80615,24.2849,299.652,208.163,968.743,0,2.19502,-23.4755,296.531,188.294,1459.23,0
1.205,-4.29234,23.8809,297.923,208.162,968.432,0,2.31641,-23.4622,296.582,188.164,1459.28,0
1.21,-4.12105,23.605,297.798,208.241,967.842,0,1.89249,-23.7331,297.242,188.53,1458.7,0
1.215,-4.15993,23.5382,297.337,208.884,967.935,0,1.3751,-23.825,294.19,187.873,1458.93,0
1.22,-4.10139,23.264,296.841,209.211,967.926,0,1.52426,-23.7636,295.016,188.597,1459.14,0
1.225,-4.24385,22.9895,294.324,209.22,968.896,0,1.38748,-23.829,293.209,188.347,1458.96,0
1.23,-4.76773,22.6239,294.709,209.041,968.772,0,1.61013,-24.0704,293.963,188.081,1459.33,0
1.235,-4.88384,22.6461,295.353,209.641,969.051,0,1.89166,-24.3577,296.138,188.323,1459,0
1.24,-5.18029,22.7337,293.728,209.943,969.06,0,1.5492,-24.3102,294.974,188.022,1459.18,0
1.245,-4.94935,22.2525,293.758,210.16,968.843,0,1.5923,-24.0852,294.091,188.374,1458.34,0
1.25,-5.09203,21.684,292.433,209.617,969.47,0,1.59591,-23.8953,294.295,188.974,1458.82,0
