Frame number,1756
First frame,1
Point frequency,200
Analog frequency,1000

Time,GRW1.F,,,GRW1,,,GRW2.F,,,GRW2,,
s,N,N,N,mm,mm,mm,N,N,N,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.825,-4.34859,54.7835,294.084,221.371,975.046,0,-5.01215,-55.2265,297.769,231.179,1422.37,0
0.83,-4.69744,54.9045,294.438,220.802,975.408,0,-4.92369,-55.1701,297.548,231.505,1422.19,0
0.835,-4.72196,54.7129,294.444,221.519,975.376,0,-5.24811,-55.2331,297.998,231.108,1422.04,0
0.84,-4.43727,55.0433,295.979,220.832,974.435,0,-5.2619,-55.4102,297.862,230.881,1422.18,0
0.845,-4.29352,55.3371,295.746,220.409,975.53,0,-5.04998,-55.6438,296.799,230.787,1421.54,0
0.85,-3.81099,55.3723,295.443,220.47,974.985,0,-5.03682,-55.513,296.133,230.649,1421.37,0
0.855,-3.25952,55.0153,295.749,220.039,974.702,0,-5.04032,-55.8275,296.459,230.824,1422.44,0
0.86,-3.37746,55.7873,294.422,220.056,974.749,0,-5.14523,-55.329,295.938,230.149,1422.46,0
0.865,-3.2048,55.3297,296.55,219.813,974.65,0,-5.2515,-55.8057,294.88,230.415,1420.97,0
0.87,-3.64118,55.467,296.426,218.927,974.411,0,-5.25321,-55.2693,295.485,230.319,1422.9,0
0.875,-3.70064,55.9428,297.2,218.688,974.283,0,-5.27649,-55.3438,296.831,230.435,1422.55,0
0.88,-4.11868,55.9813,297.121,218.435,974.296,0,-5.25391,-55.0889,297.018,230.223,1421.85,0
0.885,-4.02029,56.0593,299.394,218.44,974.096,0,-5.37849,-54.8201,296.847,230.465,1422.32,0
0.89,-3.80233,56.381,298.15,217.371,973.596,0,-5.15734,-55.2288,296.394,229.64,1421.76,0
0.895,-3.73593,55.6695,300.376,216.845,973.411,0,-5.45425,-54.8576,296.085,229.138,1422.67,0
0.9,-3.5955,56.3354,301.316,216.279,973.146,0,-5.01501,-54.5044,296.332,229.241,1422.59,0
0.905,-2.74128,56.2485,300.458,214.956,973.913,0,-5.13953,-54.7406,294.737,229.459,1422.6,0
0.91,-2.59961,56.2098,300.243,214.218,972.706,0,-5.40632,-54.5991,293.777,229.082,1422.04,0
0.915,-2.64736,56.3049,301.238,213.552,972.175,0,-5.08008,-53.6065,294.143,229.178,1422.93,0
0.92,-2.14838,55.9446,300.281,212.908,971.97,0,-5.63869,-53.181,289.523,228.95,1421.84,0
0.925,-2.60574,56.6719,300.122,212.012,972,0,-5.77221,-52.6015,288.773,228.39,1422.17,0
0.93,-2.44982,56.1615,300.922,211.281,972.037,0,-6.0151,-52.6611,288.399,228.698,1422.22,0
0.935,-3.01477,56.1248,300.133,211.049,971.816,0,-6.00213,-52.2516,287.674,228.428,1422.5,0
0.94,-3.54839,56.0529,301.22,210.704,971.479,0,-6.19255,-51.8559,284.945,228.851,1421.73,0
0.945,-3.6828,55.9709,301.613,210.392,971.248,0,-7.23472,-51.4817,284.993,228.463,1422.86,0
0.95,-4.0129,55.8697,302.592,209.924,971.221,0,-7.4778,-50.4477,284.219,228.725,1422.72,0
0.955,-4.36984,56.3571,303.765,209.896,970.824,0,-7.21637,-50.4719,283.284,229.221,1421.69,0
0.96,-4.18473,55.8712,304.023,210.063,971.467,0,-7.47207,-49.921,284.133,228.964,1421.82,0
0.965,-4.61004,56.407,305.166,210.265,972.133,0,-7.02797,-49.7434,281.904,229.163,1421.03,0
0.97,-4.61612,56.5695,307.901,210.476,971.396,0,-7.18534,-48.9906,279.795,229.214,1421.43,0
0.975,-4.02449,56.8162,309.777,210.792,972.227,0,-7.27711,-48.1202,278.69,229.157,1420.66,0
0.98,-4.24028,56.5769,310.225,210.384,972.134,0,-6.75478,-48.1044,275.568,229.889,1420.55,0
0.985,-3.47711,56.7992,310.793,210.306,971.967,0,-7.20244,-47.4476,275.013,229.068,1420.42,0
0.99,-3.59727,56.4475,309.049,210.936,972.288,0,-7.65933,-46.6446,273.73,230.017,1420.39,0
0.995,-4.12151,56.5237,308.964,211.103,972.477,0,-7.81194,-46.4366,271.453,229.783,1420.48,0
1,-4.45351,55.7851,307.969,211.245,972.257,0,-8.69581,-45.5357,271.472,229.607,1420.04,0
1.005,-5.00022,55.338,308.403,211.494,972.54,0,-8.88442,-45.3226,269.648,229.781,1419.56,0
1.01,-5.60863,55.21,306.482,211.802,972.51,0,-9.21837,-44.7634,267.252,230.365,1420.08,0
1.015,-5.8516,54.7221,308.193,212.32,972.312,0,-9.32411,-44.0305,263.661,230.711,1419.14,0
1.02,-6.8953,54.0957,306.933,212.708,973.468,0,-9.44699,-43.3552,259.788,230.414,1419.31,0
1.025,-6.72472,53.528,306.994,212.982,973.272,0,-9.51315,-42.4582,257.23,230.049,1418.92,0
1.03,-7.35782,53.2781,305.271,213.828,974.447,0,-9.91698,-41.8677,255.281,229.854,1419.18,0
1.035,-7.2354,52.3992,304.866,213.365,974.41,0,-9.58708,-41.2089,248.668,229.767,1417.96,0
1.04,-8.04914,51.4784,303.103,214.092,973.739,0,-9.95125,-40.0798,241.721,230.956,1417.56,0
1.045,-8.92683,51.0966,302.649,214.569,974.123,0,-10.3335,-38.0254,237.306,229.861,1418.19,0
1.05,-9.27366,50.421,300.2,215.1,974.69,0,-11.0957,-36.3505,229.742,229.323,1418.76,0
1.055,-10.3497,49.5609,295.351,215.741,975.169,0,-11.823,-35.1146,222.579,229.528,1418.1,0
1.06,-10.5829,49.0542,293.835,216.413,976.191,0,-12.2752,-33.8207,214.247,228.523,1417.96,0
1.065,-11.1097,48.4411,291.971,216.347,976.11,0,-12.1546,-31.9681,204.079,227.921,1416.82,0
1.07,-12.0051,47.7361,289.365,216.545,976.331,0,-12.4383,-31.0431,196.574,227.438,1418.04,0
1.075,-12.7174,46.2011,286.459,217.401,976.605,0,-11.942,-29.847,187.574,226.951,1416.4,0
1.08,-14.1086,45.1605,282.24,217.322,976.987,0,-11.5825,-28.5184,180.442,224.15,1416.73,0
1.085,-14.3164,43.99,276.638,216.902,977.59,0,-10.2943,-27.5596,175.342,222.674,1416.74,0
1.09,-14.1242,42.7468,271.594,217.388,977.278,0,-9.10956,-27.2699,170.488,220.745,1417.41,0
1.095,-14.6756,40.9265,263.653,216.181,978.916,0,-6.75014,-27.8032,168.022,219.758,1417.42,0
1.1,-14.2662,39.2269,255.871,215.849,978.567,0,-4.87855,-27.5527,167.006,218.089,1419.12,0
1.105,-13.8616,37.6573,248.244,215.1,978.466,0,-3.23908,-27.6135,166.1,216.794,1419.81,0
1.11,-12.8297,36.3035,240.004,213.936,979.098,0,-3.05142,-27.502,165.427,215.165,1419.86,0
1.115,-11.3313,35.3869,233.207,212.768,978.924,0,-3.1291,-27.4612,166.581,215.107,1419.39,0
1.12,-10.0528,34.0736,225.811,211.599,979.058,0,-4.20497,-27.0165,167.652,215.202,1418.84,0
1.125,-9.15984,33.2866,217.998,211.127,979.539,0,-5.11012,-27.4823,168.744,216.106,1418.05,0
1.13,-7.67966,32.6138,211.097,209.014,979.148,0,-5.79375,-28.2231,172.003,217.184,1417.55,0
1.135,-6.34727,32.3054,204.915,208.446,979.887,0,-6.17773,-29.1349,173.847,219.48,1418.16,0
1.14,-5.78149,32.0363,202.188,207.099,977.899,0,-6.20951,-30.3273,178.466,219.082,1416.89,0
1.145,-4.57769,31.9287,197.413,206.434,979.28,0,-5.69309,-31.7573,183.713,220.782,1417.82,0
1.15,-3.06279,32.4409,195.382,205.647,979.835,0,-5.08841,-33.3837,186.123,222.401,1415.57,0
1.155,-1.77155,33.9625,197.484,205.303,978.163,0,-5.07859,-34.1134,190.898,222.376,1415.14,0
1.16,-0.196451,35.4643,198.021,204.933,979.636,0,-5.30892,-35.3062,194.928,223.319,1415.53,0
1.165,1.16123,37.8143,203.267,205.968,979.837,0,-5.73167,-35.5545,199.209,224.761,1416.16,0
1.17,2.29267,39.9052,208.338,207.074,980.06,0,-6.08543,-37.216,205.621,224.866,1415.67,0
1.175,3.07313,41.137,211.947,208.498,981.09,0,-5.69896,-38.7142,211.721,226.541,1415.14,0
1.18,2.8127,43.1493,219.939,209.556,980.254,0,-4.89427,-40.8134,218.866,227.885,1415.62,0
1.185,2.37129,44.8694,226.201,210.835,980.549,0,-3.74639,-43.3143,225.533,228.296,1415.02,0
1.19,2.05682,46.1609,230.562,211.823,981.698,0,-3.3012,-45.5144,235.318,228.98,1415.13,0
1.195,1.95287,47.6361,238.45,213.703,981.895,0,-2.79926,-47.1862,243.66,228.81,1415.72,0
1.2,2.89648,49.8356,247.088,214.687,982.533,0,-1.99686,-48.7682,250.04,229.556,1415.55,0
1.205,3.57325,51.5509,254.593,215.686,983.598,0,-2.70179,-50.0664,258.899,228.284,1415.25,0
1.21,4.08453,53.6893,263.61,216.38,982.839,0,-3.31406,-50.9882,263.216,228.567,1415.3,0
1.215,3.37522,53.9887,265.366,217.298,984.013,0,-4.02054,-51.782,267.201,229.202,1415.03,0
